,location,floor,floors_count,rooms_count,total_meters,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,street,underground,price_per_square_meter
2475,0,1,25,2,54.3,2016.0,1,0,2,30.0,10.7,2.82,452,1,165745.0
2476,0,12,25,2,64.1,2013.0,1,2,3,34.5,12.8,2.7,208,1,140405.0
2478,0,6,17,2,60.1,2010.0,1,6,3,34.0,10.0,2.8,312,1,150748.0
2482,0,13,17,2,64.0,2008.0,1,6,2,33.7,12.9,2.7,900,1,140625.0
2483,0,5,25,2,71.3,2013.0,1,2,2,39.0,9.6,2.7,208,1,126227.0
2485,0,10,17,2,64.0,2014.0,1,6,2,46.0,13.0,2.75,547,1,142187.0
2486,0,4,18,2,67.4,2014.0,1,1,0,33.0,12.0,2.7,602,1,135014.0
2488,0,9,17,2,51.7,2006.0,1,1,2,30.3,9.8,2.65,631,1,176015.0
2490,0,5,10,2,66.0,2004.0,1,2,2,34.2,14.7,2.7,293,1,140136.0
2491,0,7,10,2,55.3,2000.0,1,2,2,33.2,7.7,2.7,1418,1,166365.0
2492,0,14,17,2,58.0,2015.0,1,2,2,30.5,15.1,2.82,695,1,158620.0
2493,0,4,10,2,52.3,2014.0,1,2,2,33.2,7.6,2.7,1418,1,175908.0
2494,0,4,17,2,64.2,2015.0,1,6,2,34.0,13.0,2.75,75,1,143302.0
2498,0,17,25,2,54.0,2012.0,1,1,2,38.0,16.0,3.0,898,1,170370.0
2499,0,10,17,2,61.0,2008.0,1,3,2,32.0,11.6,2.75,1418,1,150819.0
2500,0,5,17,2,60.0,2005.0,1,2,0,38.0,14.0,2.8,1124,1,155000.0
2501,0,4,26,2,78.0,2013.0,1,6,2,36.0,13.0,2.8,1268,1,119230.0
2502,0,15,16,2,66.5,2007.0,1,6,2,29.2,11.6,2.7,47,1,139849.0
2503,0,12,17,2,60.1,2014.0,1,6,2,35.0,12.0,2.6,547,1,154742.0
2504,0,17,21,2,61.0,2019.0,1,0,2,32.0,16.0,2.82,1371,1,151639.0
2505,0,12,19,2,64.0,2014.0,1,6,0,46.1,12.9,2.82,547,1,145312.0
2506,0,23,25,2,55.0,2022.0,1,2,2,31.0,9.7,2.7,721,1,168181.0
2508,0,16,17,2,54.0,2009.0,1,2,0,45.0,9.0,2.74,312,1,172222.0
2509,0,8,18,2,59.8,2013.0,1,5,2,34.7,10.6,2.75,562,1,155518.0
2512,0,12,14,2,53.0,1978.0,1,1,0,34.0,8.0,2.7,1417,1,179056.0
2513,0,25,25,2,54.4,2024.0,1,2,1,29.7,10.1,2.7,721,1,174632.0
2515,0,12,16,2,56.1,2004.0,1,2,2,33.0,12.0,2.75,235,1,169340.0
2516,0,6,17,2,54.1,2023.0,1,1,0,27.0,11.1,2.7,323,1,175600.0
2518,0,15,17,2,60.0,2006.0,1,2,0,32.4,13.1,2.7,710,1,158316.0
2519,0,7,25,2,52.0,2020.0,1,2,3,38.0,9.0,2.7,721,1,182692.0
2520,0,11,25,2,59.2,2014.0,1,2,0,30.5,11.0,2.82,785,1,160472.0
2521,0,9,17,2,77.0,2012.0,1,2,0,32.0,13.0,2.7,371,1,123376.0
2522,0,8,14,2,62.0,2002.0,1,6,2,34.0,12.0,2.64,310,1,153225.0
2523,0,5,17,2,62.7,2006.0,1,2,0,31.8,14.4,2.7,900,1,151515.0
2525,0,10,17,2,65.0,2003.0,1,1,0,44.0,12.0,2.7,1141,1,147692.0
2526,0,9,9,3,61.0,1982.0,1,2,2,37.0,8.0,2.82,26,1,122950.0
2529,0,15,18,3,70.2,2013.0,1,2,3,43.6,9.0,2.8,411,1,156552.0
2531,0,7,16,3,75.0,2004.0,1,2,2,64.0,11.0,2.82,195,1,144653.0
2532,0,20,21,3,73.6,2013.0,1,3,2,39.0,13.0,2.7,550,1,149456.0
2534,0,2,18,3,72.1,2014.0,1,1,2,40.0,11.0,2.82,602,1,96948.0
2535,0,22,24,3,65.3,2010.0,1,1,0,23.6,11.9,2.8,1333,1,166921.0
2537,0,2,9,3,70.6,1994.0,1,2,2,45.0,10.0,2.8,563,1,120396.0
2538,0,8,9,3,86.8,2011.0,1,10,2,47.0,12.0,2.82,590,1,146889.0
2540,0,5,16,3,64.6,1989.0,1,2,2,38.9,9.0,2.7,1418,1,152476.0
2541,0,5,9,3,61.7,1974.0,1,2,2,38.1,7.7,2.65,659,1,128038.0
2544,0,6,20,3,61.2,2021.0,1,0,2,39.2,6.1,2.7,121,1,138888.0
2546,0,4,17,3,89.0,2010.0,1,6,2,52.0,11.0,2.74,312,1,133483.0
2547,0,15,17,3,65.8,2020.0,1,2,0,47.8,10.7,2.7,620,1,130547.0
2550,0,3,5,3,61.0,1970.0,1,2,2,44.0,6.5,2.5,501,1,108196.0
2552,0,8,17,3,74.0,1995.0,1,6,2,44.0,10.0,2.75,664,1,148635.0
2558,0,5,7,3,99.0,2010.0,1,2,2,79.0,20.0,3.0,898,1,217171.0
2559,0,19,22,3,93.5,2013.0,1,1,3,67.2,13.3,2.8,452,1,213903.0
2561,0,13,17,3,89.9,2012.0,1,2,2,48.5,12.0,2.82,384,1,155617.0
2564,0,12,25,3,84.4,2012.0,1,1,2,44.0,15.2,2.74,1268,1,161018.0
2565,0,22,22,3,76.0,2012.0,1,2,1,43.0,11.0,2.78,372,1,128947.0
2567,0,6,9,3,64.0,1983.0,1,0,0,56.0,8.0,2.7,26,1,120312.0
2568,0,5,12,3,113.0,2008.0,1,6,0,62.2,17.3,2.8,526,1,185840.0
2570,0,2,5,3,55.4,1979.0,1,5,2,41.4,5.7,2.6,383,1,117328.0
2571,0,5,20,3,72.8,2013.0,1,2,2,46.0,11.8,2.8,675,1,169642.0
2572,0,2,17,3,71.0,2004.0,1,2,2,42.0,10.0,2.8,195,1,154225.0
2573,0,5,10,3,86.7,2005.0,1,1,2,49.0,12.2,2.7,209,1,115340.0
2574,0,1,9,3,73.7,1977.0,1,2,2,50.4,8.8,2.55,594,1,162686.0
2580,0,5,19,3,81.5,2015.0,1,6,2,50.0,10.0,2.8,643,1,130061.0
2582,0,4,4,3,102.9,2016.0,1,2,2,57.2,36.2,3.2,602,1,158406.0
2583,0,3,18,3,64.2,2016.0,1,5,2,42.0,13.1,2.7,1418,1,133956.0
2586,0,4,17,3,84.6,2007.0,1,5,0,58.3,13.0,2.74,1418,1,140661.0
2587,0,2,9,3,63.0,1991.0,1,5,2,49.0,14.0,2.82,898,1,146031.0
2588,0,8,9,3,62.6,1978.0,1,2,2,38.9,6.7,2.6,631,1,140575.0
2590,0,13,15,3,84.9,2020.0,1,0,1,42.1,18.8,2.7,545,1,188457.0
2591,0,15,17,3,100.0,2013.0,1,2,4,60.0,20.0,2.8,1381,1,270000.0
2592,0,6,14,3,63.5,1975.0,1,6,3,43.0,9.3,2.65,710,1,141732.0
2593,0,9,17,3,87.0,2013.0,1,0,4,77.0,10.0,3.0,1381,1,178150.0
2595,0,6,9,3,63.0,1986.0,1,2,2,33.0,8.5,2.82,1141,1,133333.0
2596,0,13,25,3,82.2,2013.0,1,1,2,58.0,14.5,2.7,208,0,152068.0
2597,0,3,17,3,76.7,2007.0,1,3,2,45.3,12.8,2.74,1418,1,176010.0
2598,0,3,5,3,73.0,2018.0,1,0,2,30.0,35.0,3.0,685,1,190397.0
2599,0,16,20,3,70.0,2015.0,1,0,2,39.0,12.0,2.8,695,1,152857.0
2601,0,4,17,3,84.0,2007.0,1,6,0,55.0,10.0,2.82,1418,1,160714.0
2604,0,5,15,3,77.5,2023.0,1,12,2,47.0,14.2,2.8,785,1,135483.0
2606,0,1,17,3,82.0,2005.0,1,6,2,54.2,10.0,2.74,631,1,145121.0
2607,0,2,22,3,87.7,2021.0,1,2,2,67.7,20.0,2.8,1407,1,114025.0
2610,0,10,14,3,63.7,1992.0,1,1,2,40.4,7.8,2.85,1418,1,160125.0
2612,0,14,17,3,83.7,2014.0,1,3,0,48.3,10.7,2.82,122,1,121863.0
2613,0,4,17,3,60.0,2020.0,1,0,0,28.0,18.0,2.8,323,1,169166.0
2614,0,7,17,3,72.0,2011.0,1,2,0,42.9,11.4,2.7,308,1,143055.0
2615,0,8,25,3,105.4,2019.0,1,6,2,85.4,20.0,2.8,602,1,99620.0
2618,0,5,15,3,72.9,2023.0,1,12,0,47.0,14.2,2.7,785,1,144032.0
2620,0,13,15,3,77.2,2023.0,1,12,2,47.0,15.2,2.75,785,1,136010.0
2622,0,20,22,3,67.0,2018.0,1,1,3,42.0,20.0,2.8,121,1,158208.0
2623,0,6,17,3,73.7,2005.0,1,2,2,42.9,12.0,2.7,1418,1,143826.0
2624,0,13,21,3,72.0,2015.0,1,2,0,60.5,11.5,2.8,211,1,147222.0
2625,0,22,22,3,79.4,2012.0,1,6,0,42.0,11.0,2.78,372,1,134760.0
2626,0,13,17,3,76.2,2005.0,1,6,2,52.3,10.7,2.74,631,1,140419.0
2627,0,7,14,3,72.0,2011.0,1,2,3,42.9,11.4,2.7,308,1,147916.0
2628,0,17,25,3,73.6,2014.0,1,2,0,48.2,9.9,2.7,211,1,146739.0
2629,0,2,3,3,98.0,2023.0,1,3,0,60.0,15.0,2.82,685,1,109693.0
2630,0,7,17,3,78.2,2006.0,1,6,2,45.0,10.0,2.7,570,1,137468.0
2631,0,12,25,3,81.7,2012.0,1,1,0,46.1,10.7,2.82,898,1,154834.0
2634,0,4,5,3,59.6,1972.0,1,1,2,42.4,6.0,2.82,1418,1,142617.0
2635,0,2,18,3,88.0,2021.0,1,1,0,58.0,12.0,2.8,1407,1,132954.0
2636,0,4,4,3,82.0,2011.0,1,0,0,70.0,2.0,2.82,685,1,167073.0
2639,0,12,27,3,87.6,2015.0,1,2,2,25.8,30.0,2.5,1381,1,159703.0
2640,0,12,17,3,78.1,2011.0,1,2,0,48.7,9.4,2.82,308,1,142125.0
2641,0,15,17,3,76.0,2006.0,1,10,2,52.0,13.0,2.74,1418,1,211842.0
2642,0,4,19,3,107.0,2013.0,1,2,2,56.1,13.7,2.8,384,1,102710.0
2643,0,15,17,3,79.0,2015.0,1,10,2,43.0,11.0,2.82,1418,1,154430.0
2645,0,19,22,3,75.0,2012.0,1,2,0,42.0,10.5,2.78,372,1,130666.0
2647,0,14,17,3,80.9,2016.0,1,3,3,48.0,14.0,2.7,1371,1,149567.0
2648,0,3,25,3,86.5,2015.0,1,0,2,45.5,15.0,2.82,631,1,144508.0
2650,0,12,16,3,105.6,2002.0,1,0,0,63.0,13.0,2.82,1146,1,141950.0
2651,0,12,25,3,81.7,2012.0,1,2,0,46.1,10.7,2.82,898,1,154834.0
2652,0,4,9,3,60.7,1978.0,1,2,0,38.4,8.4,2.6,459,1,133443.0
2653,0,5,9,3,95.5,2011.0,1,6,3,50.5,15.0,2.8,590,1,125654.0
2654,0,7,9,3,67.3,1987.0,1,2,2,44.0,7.0,2.5,1418,1,148439.0
2656,0,16,22,3,97.0,2014.0,1,0,4,37.0,27.0,3.0,688,1,136597.0
2657,0,10,17,3,75.0,1995.0,1,1,2,47.0,11.0,2.7,675,1,162666.0
2658,0,3,9,3,66.0,1971.0,1,6,2,44.0,7.0,2.82,1124,1,134848.0
2659,0,12,17,3,76.4,2015.0,1,2,2,44.0,10.7,2.82,371,1,112774.0
2660,0,9,25,3,67.3,2020.0,1,0,2,36.0,15.0,2.66,545,1,200594.0
2662,0,10,26,3,77.5,2013.0,1,2,0,41.3,16.5,2.8,785,1,150322.0
2663,0,4,17,3,97.6,2009.0,1,6,2,52.7,12.6,2.7,26,1,122950.0
2664,0,9,9,3,65.4,1975.0,1,1,2,42.0,7.9,2.5,1417,1,122171.0
2665,0,1,5,3,62.7,1976.0,1,0,2,43.1,9.3,2.5,432,1,135550.0
2666,0,6,14,3,82.0,2006.0,1,3,2,48.0,12.0,2.64,390,1,151219.0
2667,0,11,19,3,86.0,2013.0,1,1,2,47.0,10.0,2.7,592,1,145813.0
2668,0,3,5,3,55.0,1970.0,1,1,0,42.0,6.0,2.7,1381,1,120909.0
2669,0,2,3,3,94.8,2023.0,1,6,2,50.0,10.0,3.0,685,1,116033.0
2670,0,5,12,3,87.0,2007.0,1,2,3,64.0,14.0,2.8,47,1,173551.0
2672,0,2,9,3,61.9,1980.0,1,2,0,55.9,6.0,2.82,184,1,145234.0
2674,0,7,17,3,82.0,2010.0,1,1,0,45.0,15.0,2.82,547,1,136585.0
2676,0,3,9,3,67.6,1986.0,1,2,0,39.8,8.5,2.82,53,1,119822.0
2677,0,13,14,3,100.0,2013.0,1,0,0,62.5,20.0,2.82,1381,1,245000.0
2678,0,1,4,3,87.3,2011.0,1,0,0,50.0,15.0,2.82,685,1,182016.0
2679,0,6,14,3,63.0,1992.0,1,6,2,39.4,8.4,2.82,1418,1,158650.0
2681,0,11,18,3,77.5,2018.0,1,1,2,29.3,28.5,2.8,384,1,170967.0
2682,0,15,15,3,87.5,2020.0,1,0,1,43.2,18.6,2.66,545,1,165714.0
2684,0,14,27,3,97.7,2014.0,1,0,0,35.5,30.7,2.82,1418,1,148413.0
2685,0,3,4,3,102.7,2015.0,1,2,0,54.0,19.0,3.2,602,1,107108.0
2686,0,11,18,3,86.2,2012.0,1,2,3,54.3,18.0,2.8,225,1,156612.0
2687,0,7,23,3,84.9,2019.0,1,2,0,49.4,11.2,3.0,688,1,137220.0
2688,0,6,16,3,75.0,1988.0,1,1,2,40.0,28.0,2.7,526,1,196000.0
2690,0,16,16,3,97.9,2006.0,1,6,2,53.5,12.6,2.8,1178,1,121041.0
2693,0,13,17,3,78.0,2015.0,1,1,2,48.7,9.6,2.75,306,1,125641.0
2694,0,5,5,3,57.7,1974.0,1,1,0,36.0,6.5,2.7,570,1,129982.0
2695,0,16,17,3,76.0,2007.0,1,2,3,46.0,15.0,2.8,1418,1,190789.0
2696,0,6,17,3,85.4,2009.0,1,6,2,72.4,13.0,2.74,312,1,142271.0
2700,0,12,22,3,72.5,2014.0,1,2,2,40.2,11.7,2.7,211,1,150344.0
2702,0,10,17,3,78.0,2011.0,1,2,2,44.0,10.0,2.7,306,1,124358.0
2703,0,13,25,3,84.1,2013.0,1,1,0,45.0,9.0,2.5,785,1,148632.0
2705,0,10,17,3,83.0,2006.0,1,6,2,73.0,10.0,2.74,235,1,150000.0
2706,0,8,9,3,57.7,1981.0,1,1,2,38.6,6.0,2.6,570,1,164644.0
2711,0,25,25,3,95.0,2011.0,1,6,0,53.5,16.1,2.75,312,1,172621.0
2712,0,21,26,3,73.1,2013.0,1,2,1,25.0,25.0,2.7,785,1,160054.0
2715,0,16,18,3,69.6,2014.0,1,2,0,59.599999999999994,10.0,2.85,550,1,189655.0
2716,0,9,22,3,56.5,2021.0,1,0,3,36.9,6.6,2.8,1418,1,155752.0
2717,0,9,9,3,62.4,1980.0,1,2,0,41.0,9.0,2.7,184,1,184294.0
2718,0,4,9,3,129.2,2003.0,1,2,2,56.2,38.6,2.8,1413,1,159365.0
2719,0,11,17,3,80.2,2009.0,1,2,0,47.1,11.0,2.75,452,1,211970.0
2721,0,6,15,3,89.3,2020.0,1,0,2,43.4,20.3,2.65,545,1,184770.0
2723,0,4,9,3,60.0,1995.0,1,2,2,38.0,8.5,2.82,459,1,136666.0
2724,0,12,14,3,94.2,2013.0,1,6,2,68.0,15.0,2.7,1381,1,182579.0
2725,0,17,22,3,74.0,2013.0,1,2,2,40.0,15.0,2.8,1418,1,283783.0
2726,0,21,21,3,83.2,2011.0,1,10,3,43.9,9.8,2.8,195,1,135817.0
2727,0,10,17,3,94.0,2003.0,1,2,0,63.0,18.0,2.82,899,1,148936.0
2729,0,4,14,3,78.0,2011.0,1,2,2,48.5,9.4,2.82,308,1,160256.0
2730,0,2,5,3,48.2,1971.0,1,1,2,32.0,6.0,2.82,659,1,140041.0
2731,0,11,14,3,82.8,2010.0,1,6,2,52.8,12.0,2.8,1281,1,157004.0
2732,0,2,17,3,80.0,2020.0,1,2,2,51.5,14.0,2.8,1407,1,200000.0
2733,0,8,25,3,83.9,2014.0,1,2,2,45.4,12.0,2.85,208,1,154946.0
2736,0,6,10,3,63.3,1996.0,1,1,2,40.0,8.0,2.7,570,1,130331.0
2738,0,7,9,3,65.0,1985.0,1,2,2,45.0,8.0,2.82,501,1,144615.0
2740,0,15,22,3,75.4,2012.0,1,2,2,45.0,11.0,2.78,372,1,147877.0
2741,0,21,25,3,77.0,2013.0,1,0,0,45.6,13.0,2.82,785,1,146753.0
2742,0,3,9,3,62.5,1978.0,1,2,2,38.0,6.2,2.64,898,1,128000.0
2743,0,15,17,3,86.0,2007.0,1,1,2,74.4,11.6,2.7,195,1,133720.0
2744,0,2,4,3,92.1,2015.0,1,1,3,60.0,14.0,2.75,685,1,159609.0
2745,0,7,9,3,60.0,1974.0,1,2,2,40.0,7.5,2.75,501,1,146666.0
2746,0,9,12,3,72.6,2003.0,1,2,0,42.6,12.0,2.82,1418,1,172865.0
2747,0,8,9,3,65.0,1985.0,1,2,2,40.0,8.0,2.5,1098,1,107692.0
2749,0,10,17,3,83.0,2006.0,1,3,2,73.0,10.0,2.74,235,1,156024.0
2750,0,15,22,3,76.6,2019.0,1,2,2,45.4,11.9,2.7,1407,1,156657.0
2751,0,3,5,3,64.0,1987.0,1,1,2,43.0,9.4,2.7,594,1,140468.0
2752,0,5,16,3,74.5,2004.0,1,1,2,40.0,11.9,2.65,195,1,157046.0
2753,0,6,9,3,53.0,1974.0,1,1,2,34.0,6.0,2.82,573,1,148113.0
2754,0,5,17,3,80.6,2016.0,1,6,2,45.0,12.9,2.7,371,1,109379.0
2755,0,6,17,3,72.3,2006.0,1,5,2,44.7,13.3,2.75,570,1,165975.0
2756,0,16,22,3,96.0,2019.0,1,1,3,68.0,16.0,2.8,602,1,136458.0
2758,0,11,15,3,87.7,2019.0,1,0,2,46.0,24.5,2.65,545,1,171037.0
2759,0,1,9,3,50.8,1974.0,1,1,2,34.1,6.0,2.82,1418,1,110236.0
2760,0,23,25,3,92.7,2009.0,1,7,2,53.0,12.0,2.7,1178,1,121898.0
2762,0,15,17,3,80.6,2016.0,1,6,2,44.9,12.9,2.7,371,1,112208.0
2763,0,14,17,3,72.3,2016.0,1,2,0,41.1,11.7,2.7,695,1,157676.0
2765,0,7,19,3,72.3,2014.0,1,2,2,40.4,11.7,2.82,211,1,153526.0
2766,0,6,10,3,83.2,2007.0,1,2,0,48.9,12.2,2.82,209,1,132211.0
2767,0,9,9,3,54.5,1972.0,1,1,3,38.0,5.5,2.7,452,1,143119.0
2768,0,12,17,3,90.0,2008.0,1,1,2,45.0,12.0,2.7,371,1,155444.0
2769,0,16,25,3,102.0,2011.0,1,5,0,46.9,16.0,2.82,312,1,225490.0
2770,0,2,19,3,83.0,2015.0,1,6,2,49.0,12.7,2.7,1381,1,175301.0
2771,0,5,9,3,61.7,1976.0,1,1,2,46.3,6.0,2.82,1044,1,121555.0
2772,0,3,17,3,81.9,2009.0,1,6,2,71.9,10.0,2.74,312,1,164835.0
2776,0,14,23,3,92.0,2015.0,1,2,2,48.0,14.0,2.8,1067,1,195652.0
2777,0,4,7,3,83.5,2003.0,1,6,2,46.0,10.0,3.0,898,1,215568.0
2778,0,6,9,3,122.3,2010.0,1,6,0,67.4,13.9,3.04,1418,1,155004.0
2779,0,2,6,3,110.0,2002.0,1,2,2,53.0,18.0,2.7,1413,1,190909.0
2781,0,5,5,3,47.1,1971.0,1,0,2,35.0,6.0,2.6,659,1,116772.0
2783,0,5,5,3,47.1,1971.0,1,1,2,41.1,6.0,2.5,659,1,123142.0
2789,0,9,9,3,59.0,1977.0,1,1,2,38.0,6.0,2.64,411,1,112711.0
2791,0,1,5,3,51.7,1973.0,1,0,2,45.2,6.5,2.82,594,1,133462.0
2792,0,8,9,3,62.3,1985.0,1,1,0,39.2,9.0,2.5,1098,1,110754.0
2795,0,4,9,3,55.1,1975.0,1,1,2,36.5,5.8,2.6,573,1,131578.0
2796,0,10,20,3,72.0,2014.0,1,6,2,42.0,10.0,2.7,602,1,104166.0
2797,0,3,5,3,61.3,1971.0,1,1,2,44.9,3.8,2.5,659,1,122349.0
2800,0,4,9,3,58.3,1973.0,1,1,2,40.0,6.0,2.82,631,1,131217.0
2801,0,7,9,3,63.0,1983.0,1,2,2,48.0,6.0,2.5,1141,1,122222.0
2802,0,10,14,3,63.0,1986.0,1,6,2,45.0,8.0,2.7,1418,1,122222.0
2803,0,2,9,3,51.4,1974.0,1,0,0,34.1,6.3,2.82,573,1,151750.0
2804,0,13,23,3,56.6,2021.0,1,0,2,33.0,16.0,2.8,121,1,137809.0
2805,0,9,22,3,72.3,2016.0,1,0,4,45.0,10.0,3.0,688,0,108575.0
2807,0,4,9,3,59.9,1979.0,1,1,2,38.4,8.0,2.7,1418,1,133388.0
2808,0,3,9,3,62.3,1985.0,1,2,0,39.2,9.0,2.5,1098,1,126805.0
2809,0,7,9,3,65.4,1983.0,1,2,2,38.6,9.1,2.82,165,1,121559.0
2813,0,2,14,3,65.0,1990.0,1,2,2,39.4,7.8,2.7,1418,1,123076.0
2814,0,1,9,3,55.8,1970.0,1,0,0,50.3,5.5,2.5,573,1,143369.0
2816,0,10,12,3,64.0,1974.0,1,3,0,47.0,8.8,2.5,929,1,126562.0
2817,0,4,9,3,65.3,1977.0,1,2,2,40.0,8.5,2.6,659,1,125574.0
2818,0,6,9,3,60.3,1987.0,1,2,2,48.0,7.3,2.5,501,1,136815.0
2819,0,3,3,3,55.0,2014.0,1,2,2,25.0,25.0,2.82,216,1,150890.0
2820,0,9,10,3,63.0,1997.0,1,2,2,40.0,10.0,3.0,570,1,131746.0
2821,0,4,9,3,60.9,1986.0,1,1,2,39.1,8.0,2.7,1146,1,136288.0
2823,0,6,9,3,59.2,1980.0,1,2,2,40.0,7.0,2.82,526,1,140202.0
2824,0,3,10,3,64.2,1994.0,1,2,2,37.2,9.5,2.55,0,1,131619.0
2825,0,5,9,3,69.9,1993.0,1,1,0,39.5,11.1,2.82,563,1,121244.0
2826,0,9,9,3,65.0,1985.0,1,2,2,45.0,8.0,2.82,501,1,130615.0
2827,0,9,9,3,59.3,1975.0,1,1,0,36.0,6.0,2.82,531,1,142495.0
2828,0,1,9,3,55.1,1973.0,1,0,2,50.1,5.0,2.5,477,1,152450.0
2832,0,3,10,3,70.0,2002.0,1,1,2,58.0,12.0,2.82,432,1,121428.0
2833,0,3,14,3,60.0,1992.0,1,2,0,40.0,8.5,2.75,531,1,141666.0
2834,0,8,9,3,62.5,1980.0,1,3,2,53.5,9.0,2.7,165,1,136000.0
2835,0,1,14,3,79.0,2011.0,1,0,2,48.0,10.0,2.7,308,1,108860.0
2836,0,9,9,3,62.0,1982.0,1,2,2,54.5,7.5,2.6,570,1,138709.0
2837,0,5,9,3,65.0,1979.0,1,1,3,47.0,8.0,2.82,631,1,133076.0
2838,0,1,10,3,64.0,1999.0,1,0,0,38.7,9.5,2.82,0,0,135156.0
2839,0,6,9,3,63.1,1986.0,1,2,2,37.7,7.6,2.52,501,0,137876.0
2840,0,5,14,3,64.9,1988.0,1,6,2,40.5,11.6,2.7,1418,1,133281.0
2842,0,5,9,3,68.6,1994.0,1,1,2,39.7,12.0,2.82,52,1,126822.0
2844,0,8,9,3,62.6,1973.0,1,2,2,55.1,7.5,2.5,659,1,140575.0
2845,0,4,9,3,61.0,1985.0,1,2,0,37.0,7.0,2.82,472,1,144262.0
2846,0,17,19,3,86.0,2019.0,1,3,0,60.0,18.0,2.8,602,1,102906.0
2847,0,2,19,3,72.0,2015.0,1,2,2,41.0,12.0,2.82,211,1,123611.0
2848,0,8,10,3,63.0,1980.0,1,2,2,38.0,8.0,2.6,1066,1,142063.0
2850,0,5,9,3,59.0,1970.0,1,1,2,42.0,6.0,2.6,1381,1,152372.0
2851,0,7,10,3,61.6,2001.0,1,2,0,54.0,7.6,2.82,1000,1,145941.0
2853,0,6,9,3,69.0,1994.0,1,1,2,58.0,11.0,2.7,563,1,128985.0
2854,0,2,14,3,67.0,1987.0,1,1,0,57.0,10.0,2.82,1418,1,132835.0
2855,0,4,14,3,63.8,1988.0,1,1,2,17.8,7.8,2.75,1418,1,141065.0
2856,0,2,9,3,58.5,1971.0,1,0,2,37.8,5.7,2.6,573,1,153846.0
2857,0,4,9,3,68.8,1981.0,1,3,0,49.8,6.0,2.5,1146,1,130813.0
2858,0,9,14,3,63.9,1987.0,1,2,2,43.3,8.0,2.65,1418,1,140845.0
2860,0,1,17,3,72.9,2011.0,1,0,2,47.7,9.8,2.75,308,1,124828.0
2861,0,18,25,3,77.0,1996.0,1,6,2,44.0,12.0,2.7,467,1,118181.0
2862,0,6,17,3,60.1,2010.0,1,5,0,45.1,15.0,2.74,312,1,152246.0
2864,0,9,9,3,64.7,1980.0,1,1,2,37.6,7.6,2.7,1418,1,144513.0
2866,0,12,16,3,66.7,1991.0,1,2,0,57.400000000000006,9.3,2.5,467,1,142428.0
2867,0,5,10,3,66.1,1996.0,1,1,2,39.6,8.2,2.8,900,1,143721.0
2868,0,9,17,3,74.5,1994.0,1,2,2,52.0,10.0,2.7,195,1,127516.0
2870,0,7,16,3,65.0,1989.0,1,2,2,40.0,8.8,2.5,1418,1,145584.0
2871,0,16,17,3,81.5,2014.0,1,2,2,47.8,10.5,2.7,602,1,116564.0
2872,0,13,17,3,78.2,2010.0,1,3,2,65.2,13.0,2.7,306,1,122122.0
2873,0,11,17,3,77.5,2011.0,1,2,2,48.6,9.5,2.65,306,1,123870.0
2874,0,10,17,3,71.8,2011.0,1,3,2,42.0,11.7,2.6,641,1,135097.0
2875,0,4,18,3,86.4,2015.0,1,0,0,53.0,15.0,2.8,122,1,113425.0
2876,0,7,9,3,64.0,1983.0,1,2,2,37.1,7.7,2.52,1000,1,153125.0
2878,0,2,17,3,73.8,1994.0,1,2,2,45.0,10.1,2.64,195,1,132113.0
2879,0,8,9,3,65.4,1982.0,1,3,2,51.400000000000006,14.0,2.5,165,1,149831.0
2881,0,4,9,3,77.8,1997.0,1,2,2,50.6,9.6,2.82,1413,1,127249.0
2882,0,23,25,3,52.0,2020.0,1,0,1,36.0,16.0,2.7,721,1,190384.0
2884,0,8,9,3,66.5,1988.0,1,2,2,38.5,9.5,2.6,900,1,150360.0
2885,0,11,14,3,62.3,1975.0,1,6,2,43.1,9.3,2.82,710,1,160513.0
2886,0,8,22,3,79.4,2018.0,1,2,2,37.4,15.2,2.7,1407,1,125931.0
2888,0,2,16,3,73.0,1987.0,1,1,2,42.0,10.0,2.7,184,1,136986.0
2889,0,4,17,3,82.0,2009.0,1,6,0,46.0,11.0,2.82,26,1,124390.0
2891,0,2,17,3,78.0,2006.0,1,3,2,43.0,13.0,2.7,570,1,130769.0
2892,0,5,15,3,76.3,2023.0,1,0,0,62.3,14.0,2.82,785,1,134993.0
2893,0,2,15,3,76.9,2003.0,1,3,2,57.0,16.0,2.75,1000,1,133940.0
2894,0,7,17,3,67.3,2006.0,1,2,3,45.1,9.1,2.75,710,1,153046.0
2895,0,8,9,3,63.7,1983.0,1,2,2,40.0,11.0,2.5,452,1,161695.0
2897,0,15,17,3,80.0,2007.0,1,3,0,45.0,14.0,2.74,390,1,130000.0
2898,0,7,17,3,71.2,2011.0,1,2,0,59.800000000000004,11.4,2.82,308,1,146067.0
2900,0,6,15,3,90.0,2023.0,1,5,2,46.8,14.2,2.75,785,1,116666.0
2901,0,3,22,3,63.0,2014.0,1,2,0,40.0,9.0,2.7,452,1,165873.0
2902,0,4,10,3,62.0,2001.0,1,2,2,52.0,10.0,2.6,1000,1,169354.0
2903,0,14,14,3,72.6,2008.0,1,2,2,41.2,8.6,2.74,459,1,144628.0
2905,0,17,25,3,93.0,2009.0,1,3,2,51.0,11.0,2.7,1178,1,112795.0
2906,0,13,16,3,75.5,2004.0,1,2,2,39.8,10.7,2.7,195,1,138940.0
